Iteraciones,Modelo 1,Modelo 2,Modelo 3
0,0.041095238095238094,0.035095238095238096,0.056523809523809525
1,0.04680952380952381,0.030714285714285715,0.08314285714285714
2,0.04819047619047619,0.03266666666666666,0.06938095238095238
3,0.0489047619047619,0.04014285714285714,0.05333333333333334
4,0.04995238095238095,0.03219047619047619,0.06247619047619048
