,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
4779,1.339738368988037,0.33714139461517334,0.2522116005420685,0.21064572036266327,0.1773926168680191,0.1573697179555893,0.13373492658138275,0.12464309483766556,0.11208635568618774,0.10119380056858063,0.09573737531900406,0.08678773045539856,0.08163440972566605,0.07776851952075958,0.07146170735359192,0.06928622722625732,0.0666351318359375,0.06173554062843323,0.05826452001929283,0.05613319203257561,0.05420941859483719,0.05139794945716858,0.052222806960344315,0.046020910143852234,0.04480673372745514,0.048131268471479416,0.04429129138588905,0.04309018328785896,0.044266268610954285,0.04027005285024643,0.04170442372560501,0.03822595998644829,0.039802294224500656,0.035185493528842926,0.037275876849889755,0.03565871715545654,0.03212302550673485,0.03492175042629242,0.03342140093445778,0.03473181650042534,0.03042161650955677,0.032276540994644165,0.030934982001781464,0.028859367594122887,0.029454054310917854,0.029563095420598984,0.030310938134789467,0.027476411312818527,0.034531719982624054,0.023595284670591354,0.02783905901014805,0.031560782343149185,0.023951685056090355,0.029847092926502228,0.027610672637820244,0.02407282404601574,0.024599328637123108,0.02931046672165394,0.025624370202422142,0.019883740693330765,0.02829037792980671,0.024442600086331367,0.026941007003188133,0.021679818630218506,0.023257434368133545,0.02718813344836235,0.023176779970526695,0.021394869312644005,0.01790444925427437,0.02718346379697323,0.02466079220175743,0.022508494555950165,0.020527131855487823,0.026275567710399628,0.020173663273453712,0.01920890435576439,0.024132944643497467,0.018011773005127907,0.021637987345457077,0.02248295769095421,0.021405335515737534,0.013196644373238087,0.02939019910991192,0.02288035862147808,0.022383900359272957,0.01696007512509823,0.02024483121931553,0.020978104323148727,0.024309799075126648,0.01668401062488556,0.01826314814388752,0.018552349880337715,0.016705330461263657,0.024940533563494682,0.014593844301998615,0.02022569254040718,0.019095037132501602,0.020950917154550552,0.01400106493383646,0.025894002988934517
3197,1.3729242086410522,0.43525639176368713,0.30708321928977966,0.23892055451869965,0.20520295202732086,0.1829935610294342,0.15890736877918243,0.14519262313842773,0.12701332569122314,0.12816129624843597,0.1114482507109642,0.10445716232061386,0.09734324365854263,0.0926920548081398,0.08752989768981934,0.0778653547167778,0.07741030305624008,0.07351583242416382,0.06595148891210556,0.06555701792240143,0.06171552091836929,0.059600017964839935,0.05338815972208977,0.06032545864582062,0.048202186822891235,0.05060773715376854,0.049302324652671814,0.049396295100450516,0.049051444977521896,0.042135048657655716,0.041727662086486816,0.042969707399606705,0.03886832296848297,0.04125373065471649,0.03696604073047638,0.036682628095149994,0.03677787259221077,0.035015035420656204,0.03234838321805,0.04236873239278793,0.033938828855752945,0.037287138402462006,0.031655073165893555,0.03362462669610977,0.028906142339110374,0.0324384979903698,0.031210072338581085,0.028743844479322433,0.031929925084114075,0.028807399794459343,0.028032807633280754,0.030065814033150673,0.029765194281935692,0.031066125258803368,0.026012713089585304,0.026864806190133095,0.026590881869196892,0.030752461403608322,0.023153340443968773,0.02886464074254036,0.024760985746979713,0.02403910644352436,0.028274666517972946,0.024039551615715027,0.030175553634762764,0.029197605326771736,0.023542804643511772,0.023531438782811165,0.029711177572607994,0.02335386723279953,0.024522846564650536,0.022858111187815666,0.02262568101286888,0.024691585451364517,0.022037483751773834,0.021334214136004448,0.027557924389839172,0.024372892454266548,0.023174632340669632,0.014417708851397038,0.02413422428071499,0.02685839682817459,0.026084156706929207,0.021708568558096886,0.030033499002456665,0.02822061814367771,0.01961692050099373,0.02189807966351509,0.020323043689131737,0.01950017735362053,0.024659182876348495,0.020184986293315887,0.019717751070857048,0.017454953864216805,0.02505272440612316,0.01753891259431839,0.022487984970211983,0.021578703075647354,0.019798628985881805,0.023875094950199127
9585,1.4092895984649658,0.4431554675102234,0.29253894090652466,0.2343795895576477,0.18735432624816895,0.15416118502616882,0.13837140798568726,0.12217285484075546,0.1093740314245224,0.09906943887472153,0.08829903602600098,0.08493947982788086,0.08108015358448029,0.07213696837425232,0.06751658767461777,0.06791743636131287,0.061552274972200394,0.0569194033741951,0.05370211973786354,0.05783703178167343,0.051028668880462646,0.048362672328948975,0.05034923925995827,0.046633750200271606,0.04222215712070465,0.04809580743312836,0.040949493646621704,0.04591758921742439,0.03831397369503975,0.042734045535326004,0.04478509724140167,0.036978352814912796,0.035642046481370926,0.03889548406004906,0.04219825193285942,0.03461358696222305,0.03539285808801651,0.039279479533433914,0.03562762588262558,0.03267325088381767,0.033802710473537445,0.037583377212285995,0.03335731476545334,0.03192383423447609,0.032486457377672195,0.030485644936561584,0.03402569517493248,0.03298645094037056,0.02714429423213005,0.031964827328920364,0.025665948167443275,0.03185013681650162,0.03147266060113907,0.026365673169493675,0.035329096019268036,0.026350660249590874,0.025103352963924408,0.02581815794110298,0.031629253178834915,0.02748928777873516,0.035268668085336685,0.02548738196492195,0.029132267460227013,0.025959420949220657,0.030077768489718437,0.021855952218174934,0.02791760303080082,0.030192796140909195,0.025980999693274498,0.027236782014369965,0.024562636390328407,0.030117232352495193,0.018483685329556465,0.025424525141716003,0.02817372791469097,0.021717362105846405,0.02457626909017563,0.025760214775800705,0.033834803849458694,0.024623697623610497,0.02259170264005661,0.02934260480105877,0.023524077609181404,0.04314307123422623,0.021410595625638962,0.026613876223564148,0.026830412447452545,0.02057357132434845,0.024718446657061577,0.02339164912700653,0.018472790718078613,0.03147856891155243,0.021109098568558693,0.019460374489426613,0.023851802572607994,0.018701961264014244,0.025584550574421883,0.02246551588177681,0.026021763682365417,0.026959864422678947
2593,1.302991271018982,0.3655417263507843,0.2673172354698181,0.20950686931610107,0.17852628231048584,0.15535719692707062,0.1317368447780609,0.1193082332611084,0.10727151483297348,0.09851548820734024,0.0899430513381958,0.08591830730438232,0.07801838219165802,0.07375120371580124,0.06740650534629822,0.0648813396692276,0.0638711228966713,0.06017047166824341,0.059094399213790894,0.05430968105792999,0.04975658655166626,0.05144258216023445,0.04832645133137703,0.045727044343948364,0.04452623426914215,0.03978757932782173,0.0439884290099144,0.03888610750436783,0.04240184649825096,0.034989241510629654,0.039510440081357956,0.03565242514014244,0.03307177126407623,0.038102470338344574,0.03531322628259659,0.03456815704703331,0.03392588347196579,0.032471660524606705,0.030080048367381096,0.03327474743127823,0.03099505417048931,0.034661028534173965,0.03150772675871849,0.028730040416121483,0.02871386706829071,0.03174438700079918,0.027984123677015305,0.026159055531024933,0.025479905307292938,0.032120294868946075,0.02634073607623577,0.02783069759607315,0.02677079848945141,0.023311162367463112,0.03202486410737038,0.0259340051561594,0.025559503585100174,0.023653317242860794,0.02768540009856224,0.026216711848974228,0.029852010309696198,0.019925208762288094,0.02760963700711727,0.022793656215071678,0.0233498252928257,0.026381058618426323,0.023906677961349487,0.022337663918733597,0.027760665863752365,0.024946169927716255,0.02411741390824318,0.025481756776571274,0.022982319816946983,0.022340847179293633,0.021402547135949135,0.03103473223745823,0.023447584360837936,0.021326318383216858,0.026400282979011536,0.02091836929321289,0.015889456495642662,0.027442051097750664,0.024185175076127052,0.022430390119552612,0.019604507833719254,0.026407096534967422,0.02108314447104931,0.02452028915286064,0.021618882194161415,0.02408972941339016,0.022567495703697205,0.02954050898551941,0.024587266147136688,0.018703877925872803,0.023381415754556656,0.018861470744013786,0.02838531881570816,0.019865188747644424,0.021245982497930527,0.02108394168317318
3815,1.104831576347351,0.34670767188072205,0.24363930523395538,0.1902277171611786,0.1615985631942749,0.13914847373962402,0.12746760249137878,0.1116400882601738,0.09872205555438995,0.09437631815671921,0.07929914444684982,0.08081494271755219,0.07228398323059082,0.06874537467956543,0.06403838843107224,0.05966856703162193,0.05252449959516525,0.05319693684577942,0.05628839135169983,0.04780296981334686,0.044815827161073685,0.04581993818283081,0.04889380559325218,0.039254769682884216,0.044491127133369446,0.03903287276625633,0.0367991179227829,0.043052032589912415,0.039265893399715424,0.03767429292201996,0.034614890813827515,0.03206998482346535,0.034934040158987045,0.034646738320589066,0.03448484092950821,0.03118978440761566,0.032506655901670456,0.0304632019251585,0.03123667649924755,0.02633572369813919,0.03407380357384682,0.02955513820052147,0.02937273308634758,0.02893366850912571,0.027748065069317818,0.021967673674225807,0.02798350341618061,0.027785243466496468,0.023454057052731514,0.02850537933409214,0.02496359311044216,0.02274705097079277,0.029085859656333923,0.028154080733656883,0.023613719269633293,0.023726576939225197,0.02700289525091648,0.02453566901385784,0.02109331451356411,0.022182118147611618,0.025280041620135307,0.022986074909567833,0.0212186798453331,0.02281890995800495,0.025133084505796432,0.018848517909646034,0.022481394931674004,0.03436686843633652,0.020117076113820076,0.022601179778575897,0.018216881901025772,0.02117750234901905,0.01925680786371231,0.029875578358769417,0.02904733642935753,0.024791540578007698,0.020637493580579758,0.020909560844302177,0.021357538178563118,0.021620072424411774,0.02513483352959156,0.018964998424053192,0.02809487096965313,0.015958480536937714,0.02061031013727188,0.019586283713579178,0.018449170514941216,0.025348251685500145,0.023670557886362076,0.017965247854590416,0.01986975036561489,0.024962155148386955,0.023216459900140762,0.019854014739394188,0.02134944498538971,0.02109399251639843,0.019272945821285248,0.01463217381387949,0.021000057458877563,0.019924575462937355
1907,1.2994334697723389,0.3900781273841858,0.27105513215065,0.21401144564151764,0.18892012536525726,0.16325362026691437,0.15097689628601074,0.1297025978565216,0.12198981642723083,0.11281880736351013,0.0962090864777565,0.09421686828136444,0.08563048392534256,0.08425222337245941,0.07298155128955841,0.06950774043798447,0.06456247717142105,0.06326552480459213,0.05775964632630348,0.05461655929684639,0.05309433117508888,0.04914899170398712,0.04700138047337532,0.04692057520151138,0.044108398258686066,0.044559210538864136,0.040728673338890076,0.04116584360599518,0.041513990610837936,0.040832582861185074,0.03706708550453186,0.03702542185783386,0.035829104483127594,0.03542128950357437,0.03771352767944336,0.03240925073623657,0.03252013027667999,0.028777513653039932,0.0358249768614769,0.03203149512410164,0.03357892110943794,0.02971971221268177,0.028407413512468338,0.024792898446321487,0.030374692752957344,0.02944904752075672,0.022498557344079018,0.02539210207760334,0.030776003375649452,0.021745460107922554,0.029496267437934875,0.028508886694908142,0.02410770393908024,0.025526605546474457,0.0286281518638134,0.024889614433050156,0.024644022807478905,0.02099302038550377,0.0229719877243042,0.025630256161093712,0.02417893335223198,0.021792998537421227,0.021795546635985374,0.02139732800424099,0.022220635786652565,0.02108457311987877,0.022814126685261726,0.01997396908700466,0.02384616620838642,0.023408586159348488,0.017307566478848457,0.02436484396457672,0.024903833866119385,0.019130324944853783,0.015928087756037712,0.020371906459331512,0.02147882618010044,0.016485905274748802,0.021379511803388596,0.01702866703271866,0.015869630500674248,0.01966298185288906,0.02013913355767727,0.021097484976053238,0.025919996201992035,0.021275507286190987,0.020446164533495903,0.017099503427743912,0.020281029865145683,0.015801193192601204,0.015840519219636917,0.03141001611948013,0.019771737977862358,0.01814681477844715,0.014548173174262047,0.022336378693580627,0.0118501465767622,0.01997772604227066,0.020353108644485474,0.015554146841168404
3068,1.4602198600769043,0.45552951097488403,0.31604644656181335,0.2420344352722168,0.20663043856620789,0.17764370143413544,0.15252453088760376,0.13349372148513794,0.12360569834709167,0.11282763630151749,0.10421183705329895,0.09907323122024536,0.08527693152427673,0.07868548482656479,0.07742471247911453,0.07023285329341888,0.06801391392946243,0.0577414408326149,0.05930894613265991,0.05514150857925415,0.05271869897842407,0.05053108558058739,0.04737774655222893,0.04584525525569916,0.04352252930402756,0.04411458596587181,0.040644410997629166,0.04123131185770035,0.03902982920408249,0.03976751118898392,0.0340849943459034,0.03653532639145851,0.03289147838950157,0.03241536393761635,0.03025173395872116,0.03346969559788704,0.029169710353016853,0.02705872245132923,0.030959999188780785,0.025252291932702065,0.028950177133083344,0.02352234721183777,0.03130584955215454,0.029691321775317192,0.026853756979107857,0.02661231718957424,0.02639075368642807,0.02407865598797798,0.02304345741868019,0.023363471031188965,0.02300136536359787,0.023376237601041794,0.025324704125523567,0.021496694535017014,0.021599404513835907,0.021662697196006775,0.019580412656068802,0.02790689840912819,0.018709473311901093,0.023034593090415,0.0208236463367939,0.019762219861149788,0.023251043632626534,0.023567993193864822,0.01943174935877323,0.01837957464158535,0.02318195439875126,0.023604027926921844,0.01901375874876976,0.01645839586853981,0.020525233820080757,0.018421366810798645,0.01940098963677883,0.017504671588540077,0.016560940071940422,0.020368609577417374,0.02071809396147728,0.021671351045370102,0.015648845583200455,0.017228562384843826,0.018447309732437134,0.018179601058363914,0.019802255555987358,0.022858573123812675,0.02002839557826519,0.016642127186059952,0.018434029072523117,0.01733306795358658,0.01699765957891941,0.014935309998691082,0.020549951121211052,0.015729989856481552,0.01532240305095911,0.013420098461210728,0.01825987733900547,0.01392230112105608,0.0209200382232666,0.012668892741203308,0.014615996740758419,0.0180639810860157
8882,1.3000060319900513,0.4584999978542328,0.29527151584625244,0.22219842672348022,0.19545380771160126,0.168979212641716,0.14326487481594086,0.13012127578258514,0.125348299741745,0.10917627811431885,0.09959319233894348,0.09312443435192108,0.08221547305583954,0.08603589236736298,0.07351294904947281,0.0711374282836914,0.06857521831989288,0.06203925237059593,0.0624941848218441,0.06047406792640686,0.05188147351145744,0.05854354053735733,0.05346118286252022,0.04706978052854538,0.044838692992925644,0.05030489340424538,0.03923925384879112,0.04484408348798752,0.03968195617198944,0.05089091509580612,0.038568221032619476,0.03949408978223801,0.04070132225751877,0.03770893067121506,0.039619818329811096,0.03271719440817833,0.03512450307607651,0.03466197848320007,0.03472688049077988,0.028642112389206886,0.03548549488186836,0.0291526447981596,0.03328845277428627,0.0398799367249012,0.02546660788357258,0.026711076498031616,0.041590381413698196,0.04238595813512802,0.032327938824892044,0.025394955649971962,0.02883531153202057,0.028969332575798035,0.02927686832845211,0.02639378048479557,0.0337437242269516,0.032457586377859116,0.023455416783690453,0.03406884893774986,0.02440354973077774,0.02269202098250389,0.022347930818796158,0.02861163020133972,0.04224444553256035,0.028875775635242462,0.0265035517513752,0.032249096781015396,0.025412796065211296,0.032439082860946655,0.025825636461377144,0.025284582749009132,0.01928534358739853,0.03307323902845383,0.02857823483645916,0.02254585176706314,0.03018241375684738,0.027835462242364883,0.04221233353018761,0.02553555555641651,0.02406327798962593,0.0247819721698761,0.026860231533646584,0.02696256712079048,0.02253737673163414,0.023879054933786392,0.019623221829533577,0.03717338293790817,0.020003292709589005,0.022871438413858414,0.024466851726174355,0.022061124444007874,0.03219881281256676,0.023643793538212776,0.029621213674545288,0.018548274412751198,0.02541925385594368,0.024757353588938713,0.027508821338415146,0.017554467543959618,0.027085456997156143,0.03049921989440918
4444,1.604071855545044,0.6931994557380676,0.4459763169288635,0.2960031032562256,0.20657144486904144,0.16531480848789215,0.1401018500328064,0.12066139280796051,0.10991194099187851,0.09850206226110458,0.08873509615659714,0.08185967057943344,0.07734302431344986,0.06868727505207062,0.06451434642076492,0.06302832812070847,0.05714572221040726,0.056507658213377,0.05053926259279251,0.0496654137969017,0.04926909878849983,0.042439162731170654,0.049227144569158554,0.04616754874587059,0.03702434152364731,0.045076485723257065,0.04209035262465477,0.03747783601284027,0.03827269747853279,0.03327612206339836,0.03667861968278885,0.032728161662817,0.032416969537734985,0.03589379042387009,0.031863871961832047,0.029523266479372978,0.032571133226156235,0.03218648210167885,0.029273206368088722,0.028817063197493553,0.03181390464305878,0.032947562634944916,0.02350068837404251,0.02739250659942627,0.032487012445926666,0.02380278892815113,0.030629219487309456,0.02847949229180813,0.021260425448417664,0.028371449559926987,0.02670072577893734,0.02840290404856205,0.02887256070971489,0.02130117453634739,0.025119759142398834,0.02615298144519329,0.02693747915327549,0.028515620157122612,0.03220072016119957,0.021780116483569145,0.024595841765403748,0.026736218482255936,0.025477321818470955,0.02343631722033024,0.025207985192537308,0.026526808738708496,0.020715588703751564,0.02193581685423851,0.023409221321344376,0.02366696670651436,0.02017449028789997,0.024846844375133514,0.025843435898423195,0.025415590032935143,0.019333491101861,0.02291775867342949,0.02097870036959648,0.021220950409770012,0.02717849425971508,0.022913243621587753,0.03126687556505203,0.015404514968395233,0.031114939600229263,0.019386887550354004,0.020374592393636703,0.026774900034070015,0.024616286158561707,0.020944645628333092,0.024353256449103355,0.02010701410472393,0.021841926500201225,0.020396264269948006,0.02148207277059555,0.02357756718993187,0.020608602091670036,0.0172805767506361,0.02894788421690464,0.021077031269669533,0.025612620636820793,0.01583036221563816
728,1.1013067960739136,0.29440656304359436,0.22167040407657623,0.1829155534505844,0.15490174293518066,0.13588550686836243,0.12138315290212631,0.11469084024429321,0.10383784025907516,0.09872142225503922,0.08775442093610764,0.08767955005168915,0.07831275463104248,0.07389160990715027,0.07064127922058105,0.0667242482304573,0.05957460775971413,0.06267918646335602,0.058211781084537506,0.05228696018457413,0.05426080524921417,0.05244804918766022,0.0478130467236042,0.04503842815756798,0.04649643227458,0.045215871185064316,0.046848148107528687,0.03751388192176819,0.045885395258665085,0.03605784848332405,0.039859671145677567,0.036180708557367325,0.04057932272553444,0.036494091153144836,0.03570431470870972,0.03563924878835678,0.033982403576374054,0.034297678619623184,0.0361039824783802,0.026675967499613762,0.03419884666800499,0.03257196769118309,0.0312613807618618,0.03145604580640793,0.030583150684833527,0.03262126073241234,0.029569385573267937,0.02524053119122982,0.031128481030464172,0.026727544143795967,0.029679687693715096,0.025121938437223434,0.024825535714626312,0.028562888503074646,0.026604535058140755,0.02890823781490326,0.02145729959011078,0.028028830885887146,0.02503647468984127,0.028241248801350594,0.028490226715803146,0.02603704296052456,0.020078375935554504,0.025593886151909828,0.024539681151509285,0.022327469661831856,0.023532133549451828,0.026900380849838257,0.018194478005170822,0.021307846531271935,0.025734178721904755,0.026989948004484177,0.02385873906314373,0.02015428990125656,0.020034706220030785,0.02844276651740074,0.019189346581697464,0.025252414867281914,0.022772060707211494,0.01959289237856865,0.026320628821849823,0.022691592574119568,0.019753629341721535,0.018479477614164352,0.01973130740225315,0.023315010592341423,0.02621179260313511,0.021404653787612915,0.015177253633737564,0.02273138239979744,0.02220804989337921,0.02024548314511776,0.022072898223996162,0.019825568422675133,0.022278664633631706,0.020338237285614014,0.021492889150977135,0.01767636463046074,0.01742406189441681,0.017408670857548714
